Running log until ^C
Timestamp                       Thread     Type        Activity             PID    TTL  
2024-03-25 07:38:14.712004-0700 0x29deefc  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_begin_running: com.apple.cs.postinstall (0x600003304000) seqno: 1.
2024-03-25 07:38:14.712311-0700 0x29739ad  Default     0x0                  48542  0    UserEventAgent: (com.apple.cts) [com.apple.xpc.activity:Activities] Running (PID 48643): com.apple.cs.postinstall (0x10ba071f0)
2024-03-25 07:38:14.712069-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_dispatch: lower half, activity name com.apple.cs.postinstall (0x600003304000), seqno from top half was 1
2024-03-25 07:38:14.712116-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc:connection] [0x10e704470] Channel returned listener port: 0x5d03
2024-03-25 07:38:14.712145-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: com.apple.cs.postinstall (0x600003304000), 2
2024-03-25 07:38:14.712170-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: send new state to CTS: com.apple.cs.postinstall (0x600003304000), 2
2024-03-25 07:38:14.712452-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state_from_cts: com.apple.cs.postinstall (0x600003304000), set activity state to 2
2024-03-25 07:38:14.712503-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] __XPC_ACTIVITY_CALLING_HANDLER__: com.apple.cs.postinstall (0x600003304000), current state 2, pending state 0
2024-03-25 07:38:14.712542-0700 0x2833180  Default     0x0                  48643  0    corespeechd: [com.apple.corespeech:Framework] -[CSPostBuildInstallService registerPostBuildInstallService]_block_invoke Received event for XPC activity: <xpc object> in state: 2
2024-03-25 07:38:14.713690-0700 0x29739ad  Default     0x0                  48542  0    UserEventAgent: (com.apple.cts) [com.apple.xpc.activity:Activities] Deferring: com.apple.cs.postinstall (0x10ba071f0)
2024-03-25 07:38:14.712568-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: com.apple.cs.postinstall (0x600003304000), 3
2024-03-25 07:38:14.712828-0700 0x2833180  Default     0x0                  48643  0    corespeechd: [com.apple.corespeech:Framework] -[CSPostBuildInstallService registerPostBuildInstallService]_block_invoke XPC activity: <xpc object> deferred: Yes firstUnlock: No
2024-03-25 07:38:14.713019-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] __XPC_ACTIVITY_CALLING_HANDLER__ returned from handler: com.apple.cs.postinstall (0x600003304000), current state 2, pending state 3
2024-03-25 07:38:14.713174-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: com.apple.cs.postinstall (0x600003304000), 1
2024-03-25 07:38:14.713357-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: send new state to CTS: com.apple.cs.postinstall (0x600003304000), 3
2024-03-25 07:38:14.713544-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state: send new state to CTS: com.apple.cs.postinstall (0x600003304000), 1
2024-03-25 07:38:14.713896-0700 0x2833180  Default     0x0                  48643  0    corespeechd: (libxpc.dylib) [com.apple.xpc.activity:Client] _xpc_activity_set_state_from_cts: com.apple.cs.postinstall (0x600003304000), set activity state to 3
